skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name,noisy_color_palette,noisy_palette_name
fair,brown,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'olive green', 'jewel blue']",Palette_ab5d08fe,"['bright soft green', 'light soft pink', 'clear turquoise', 'muted olive green', 'dark jewel blue']",Palette_c1c01610
light,green,blonde,Spring,"['warm green', 'golden yellow', 'grey', 'warm brown', 'bright red']",Palette_36e4dcf1,"['light warm green', 'bright golden yellow', 'dark grey', 'light warm brown', 'bright bright red']",Palette_c07c9af1
fair,hazel,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'orange', 'white']",Palette_b116977f,"['bright lavender', 'soft green', 'light golden yellow', 'dark orange', 'muted white']",Palette_b4696ffb
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'warm green', 'grey', 'black']",Palette_95664012,"['deep red', 'light warm brown', 'bright warm green', 'muted grey', 'light black']",Palette_4792ed7e
fairLight,blue,red,Spring,"['warm green', 'clear turquoise', 'soft green', 'mustard', 'black']",Palette_8cea2433,"['dark warm green', 'clear turquoise', 'bright soft green', 'light mustard', 'muted black']",Palette_104831ee
light,Other,blonde,Summer,"['lavender', 'soft green', 'golden yellow', 'mustard', 'black']",Palette_664ee0e9,"['muted lavender', 'light soft green', 'dark golden yellow', 'bright mustard', 'bright black']",Palette_7c917d2c
light,blue,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'orange', 'black']",Palette_c9752d5d,"['muted lavender', 'dark pastel blue', 'light golden yellow', 'bright orange', 'dark black']",Palette_5d7af280
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'peach', 'soft pink', 'navy']",Palette_22a19286,"['mustard', 'orange', 'peach', 'muted soft pink', 'bright navy']",Palette_10f4e0da
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'grey', 'olive green', 'jewel blue']",Palette_f1943d34,"['muted coral', 'bright golden yellow', 'light grey', 'light olive green', 'light jewel blue']",Palette_3d77b9f3
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'soft green', 'olive green', 'navy']",Palette_93b10898,"['dark golden yellow', 'muted warm green', 'muted soft green', 'light olive green', 'dark navy']",Palette_e08859f5
light,brown,black,Summer,"['grey', 'pastel blue', 'peach', 'mustard', 'bright red']",Palette_fd983b35,"['grey', 'bright pastel blue', 'bright peach', 'muted mustard', 'bright red']",Palette_8e9f8572
fair,brown,blonde,Summer,"['pastel blue', 'soft green', 'coral', 'warm brown', 'jewel blue']",Palette_74319e69,"['pastel blue', 'muted soft green', 'muted coral', 'warm brown', 'jewel blue']",Palette_ab87eedf
light,blue,black,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'orange', 'navy']",Palette_7728fe8b,"['muted pastel blue', 'light soft pink', 'dark golden yellow', 'bright orange', 'light navy']",Palette_1e8beeca
fair,brown,blonde,Summer,"['soft green', 'lavender', 'clear turquoise', 'olive green', 'black']",Palette_0bb194b0,"['soft green', 'lavender', 'bright clear turquoise', 'dark olive green', 'light black']",Palette_5c272d4c
fair,hazel,black,Summer,"['soft green', 'grey', 'peach', 'warm brown', 'bright red']",Palette_266c9c78,"['light soft green', 'muted grey', 'dark peach', 'bright warm brown', 'bright bright red']",Palette_2d91fce5
mediumTan,brown,black,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'deep red', 'white']",Palette_8145a53c,"['light clear turquoise', 'muted golden yellow', 'muted pastel blue', 'deep red', 'muted white']",Palette_8e486793
Other,brown,black,Winter,"['bright red', 'white', 'peach', 'soft green', 'warm brown']",Palette_160df15f,"['bright bright red', 'bright white', 'peach', 'bright soft green', 'warm brown']",Palette_cb04ac7e
medium,brown,brunette,Autumn,"['mustard', 'orange', 'golden yellow', 'soft green', 'black']",Palette_dd538b09,"['light mustard', 'orange', 'dark golden yellow', 'dark soft green', 'muted black']",Palette_df033bc7
light,brown,brown,Summer,"['grey', 'soft pink', 'golden yellow', 'olive green', 'navy']",Palette_300db7c7,"['dark grey', 'muted soft pink', 'bright golden yellow', 'bright olive green', 'navy']",Palette_6222f65d
medium,brown,black,Spring,"['warm green', 'golden yellow', 'soft pink', 'warm brown', 'jewel blue']",Palette_418a1b47,"['bright warm green', 'dark golden yellow', 'light soft pink', 'light warm brown', 'bright jewel blue']",Palette_ba6fd81d
light,green,auburn,Spring,"['golden yellow', 'coral', 'soft pink', 'deep red', 'navy']",Palette_63be9c4c,"['light golden yellow', 'coral', 'bright soft pink', 'light deep red', 'navy']",Palette_9340ae79
light,green,blonde,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'warm brown', 'navy']",Palette_7cc1113d,"['muted golden yellow', 'light clear turquoise', 'bright soft pink', 'light warm brown', 'muted navy']",Palette_75524065
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'soft pink', 'olive green', 'white']",Palette_16aefcb9,"['light golden yellow', 'muted coral', 'dark soft pink', 'olive green', 'light white']",Palette_2a28a2d6
lightMedium,green,brown,Autumn,"['warm brown', 'deep red', 'peach', 'lavender', 'white']",Palette_8568d687,"['dark warm brown', 'bright deep red', 'bright peach', 'light lavender', 'muted white']",Palette_47f20a51
fair,blue,brown,Summer,"['grey', 'soft pink', 'clear turquoise', 'deep red', 'white']",Palette_19b1bf16,"['light grey', 'soft pink', 'muted clear turquoise', 'light deep red', 'muted white']",Palette_fadeddff
light,brown,brown,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'deep red', 'navy']",Palette_e1bd3150,"['light lavender', 'pastel blue', 'bright clear turquoise', 'light deep red', 'bright navy']",Palette_09f1558a
medium,brown,brown,Autumn,"['warm brown', 'orange', 'clear turquoise', 'pastel blue', 'jewel blue']",Palette_68994c81,"['dark warm brown', 'light orange', 'dark clear turquoise', 'pastel blue', 'dark jewel blue']",Palette_971a0315
medium,brown,black,Spring,"['coral', 'golden yellow', 'soft green', 'mustard', 'white']",Palette_05654c17,"['light coral', 'light golden yellow', 'light soft green', 'mustard', 'light white']",Palette_bd0f9af2
fair,brown,blonde,Summer,"['soft green', 'pastel blue', 'golden yellow', 'warm brown', 'jewel blue']",Palette_8ffaf5ba,"['soft green', 'muted pastel blue', 'muted golden yellow', 'light warm brown', 'dark jewel blue']",Palette_ab0a4f27
lightMedium,brown,black,Spring,"['warm green', 'peach', 'soft green', 'olive green', 'white']",Palette_493d3b32,"['light warm green', 'peach', 'muted soft green', 'dark olive green', 'muted white']",Palette_bf0cc66d
fair,brown,blonde,Summer,"['lavender', 'pastel blue', 'golden yellow', 'olive green', 'white']",Palette_4d3d5db8,"['muted lavender', 'dark pastel blue', 'light golden yellow', 'muted olive green', 'light white']",Palette_b204ad5e
fair,green,brown,Summer,"['grey', 'soft green', 'golden yellow', 'olive green', 'navy']",Palette_c9538e68,"['bright grey', 'soft green', 'light golden yellow', 'light olive green', 'light navy']",Palette_5b0afbaa
light,brown,black,Summer,"['lavender', 'grey', 'coral', 'mustard', 'jewel blue']",Palette_fc3facea,"['bright lavender', 'bright grey', 'bright coral', 'mustard', 'jewel blue']",Palette_5bf77203
fair,blue,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'orange', 'white']",Palette_81012d6d,"['muted soft pink', 'dark soft green', 'light clear turquoise', 'muted orange', 'dark white']",Palette_c58f0e61
light,green,brown,Summer,"['grey', 'soft green', 'coral', 'deep red', 'navy']",Palette_30d06143,"['light grey', 'dark soft green', 'bright coral', 'muted deep red', 'muted navy']",Palette_7dcb3340
fair,blue,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'mustard', 'black']",Palette_664ee0e9,"['lavender', 'light soft green', 'golden yellow', 'muted mustard', 'dark black']",Palette_a17cc8f6
light,green,blonde,Spring,"['warm green', 'peach', 'lavender', 'orange', 'jewel blue']",Palette_f6aef20f,"['bright warm green', 'light peach', 'lavender', 'orange', 'jewel blue']",Palette_25922b26
light,hazel,blonde,Spring,"['coral', 'peach', 'soft green', 'mustard', 'white']",Palette_7ced0b2d,"['coral', 'light peach', 'light soft green', 'light mustard', 'light white']",Palette_694a315f
fair,green,brown,Summer,"['lavender', 'soft pink', 'peach', 'olive green', 'bright red']",Palette_beb84187,"['dark lavender', 'dark soft pink', 'light peach', 'dark olive green', 'bright bright red']",Palette_5f0f4e74
mediumTan,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'grey', 'bright red']",Palette_ad6d44dc,"['dark orange', 'light mustard', 'light peach', 'bright grey', 'dark bright red']",Palette_08935e13
light,brown,black,Summer,"['soft pink', 'lavender', 'clear turquoise', 'orange', 'white']",Palette_557d907e,"['light soft pink', 'bright lavender', 'bright clear turquoise', 'bright orange', 'dark white']",Palette_ed6a7d57
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'clear turquoise', 'soft green', 'black']",Palette_9f054b68,"['muted mustard', 'light olive green', 'clear turquoise', 'dark soft green', 'black']",Palette_d3151083
lightMedium,brown,brown,Autumn,"['deep red', 'orange', 'warm green', 'soft green', 'navy']",Palette_fba783ad,"['dark deep red', 'muted orange', 'bright warm green', 'muted soft green', 'muted navy']",Palette_0851bffd
lightMedium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'orange', 'bright red']",Palette_07f19cab,"['dark golden yellow', 'light clear turquoise', 'bright soft pink', 'muted orange', 'bright bright red']",Palette_5a2ec63f
lightMedium,brown,black,Spring,"['coral', 'warm green', 'grey', 'deep red', 'navy']",Palette_6d5135fc,"['light coral', 'bright warm green', 'muted grey', 'light deep red', 'muted navy']",Palette_4dda75e9
lightMedium,hazel,brown,Autumn,"['olive green', 'warm brown', 'golden yellow', 'pastel blue', 'bright red']",Palette_2852a2be,"['bright olive green', 'light warm brown', 'golden yellow', 'bright pastel blue', 'bright bright red']",Palette_7be1f62e
light,brown,blonde,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'olive green', 'bright red']",Palette_4489b5dd,"['muted pastel blue', 'dark soft pink', 'light golden yellow', 'bright olive green', 'light bright red']",Palette_1a0ef140
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'warm brown', 'white']",Palette_92a14e7b,"['bright warm green', 'clear turquoise', 'soft green', 'bright warm brown', 'light white']",Palette_f4933571
fairLight,green,blonde,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'warm brown', 'black']",Palette_58672dd4,"['bright golden yellow', 'clear turquoise', 'dark soft green', 'light warm brown', 'muted black']",Palette_e201b6b0
fair,green,brown,Summer,"['grey', 'lavender', 'peach', 'deep red', 'black']",Palette_51dc3e8b,"['muted grey', 'dark lavender', 'muted peach', 'bright deep red', 'bright black']",Palette_8f6aa804
fair,blue,brown,Summer,"['pastel blue', 'soft pink', 'peach', 'orange', 'black']",Palette_e5af31c9,"['light pastel blue', 'bright soft pink', 'dark peach', 'bright orange', 'black']",Palette_1ad572cd
fair,hazel,brown,Summer,"['lavender', 'grey', 'warm green', 'mustard', 'jewel blue']",Palette_ead9fb06,"['light lavender', 'grey', 'warm green', 'dark mustard', 'bright jewel blue']",Palette_092dbd17
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'coral', 'grey', 'bright red']",Palette_718d9ce4,"['bright orange', 'dark mustard', 'muted coral', 'muted grey', 'bright red']",Palette_7231b256
fair,brown,brown,Summer,"['soft pink', 'soft green', 'coral', 'warm brown', 'jewel blue']",Palette_e403b956,"['dark soft pink', 'dark soft green', 'dark coral', 'warm brown', 'light jewel blue']",Palette_5af5553a
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'coral', 'pastel blue', 'bright red']",Palette_d4e04eeb,"['dark mustard', 'bright olive green', 'coral', 'bright pastel blue', 'light bright red']",Palette_ac1d5a9e
fair,green,brown,Summer,"['pastel blue', 'soft green', 'golden yellow', 'warm brown', 'bright red']",Palette_c72299b3,"['light pastel blue', 'dark soft green', 'dark golden yellow', 'light warm brown', 'bright red']",Palette_48a4fbb0
lightMedium,brown,brown,Autumn,"['deep red', 'olive green', 'clear turquoise', 'grey', 'jewel blue']",Palette_5bf4558a,"['light deep red', 'olive green', 'bright clear turquoise', 'bright grey', 'muted jewel blue']",Palette_599fa24f
fair,green,brunette,Summer,"['lavender', 'soft green', 'warm green', 'deep red', 'bright red']",Palette_d803da4e,"['light lavender', 'muted soft green', 'warm green', 'deep red', 'muted bright red']",Palette_a355105b
light,green,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'olive green', 'bright red']",Palette_1968f613,"['bright clear turquoise', 'warm green', 'light grey', 'dark olive green', 'muted bright red']",Palette_f4c2f98d
light,blue,blonde,Spring,"['golden yellow', 'peach', 'grey', 'orange', 'white']",Palette_045cd68c,"['bright golden yellow', 'light peach', 'light grey', 'light orange', 'bright white']",Palette_f3c6827a
light,green,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'deep red', 'white']",Palette_fef2b1dd,"['light golden yellow', 'dark peach', 'dark lavender', 'light deep red', 'white']",Palette_35777d79
lightMedium,brown,black,Spring,"['warm green', 'golden yellow', 'soft green', 'warm brown', 'black']",Palette_9fd95c0e,"['light warm green', 'golden yellow', 'soft green', 'warm brown', 'light black']",Palette_b5ce6158
mediumTan,brown,black,Spring,"['warm green', 'golden yellow', 'soft green', 'orange', 'bright red']",Palette_485181fd,"['dark warm green', 'golden yellow', 'dark soft green', 'bright orange', 'bright red']",Palette_45d0fc3b
fair,green,brown,Summer,"['grey', 'lavender', 'golden yellow', 'olive green', 'navy']",Palette_d7918a9d,"['bright grey', 'bright lavender', 'muted golden yellow', 'muted olive green', 'dark navy']",Palette_64d9c6c2
light,blue,brown,Summer,"['lavender', 'soft pink', 'peach', 'deep red', 'jewel blue']",Palette_9d7cf3a8,"['dark lavender', 'dark soft pink', 'dark peach', 'muted deep red', 'jewel blue']",Palette_8f247f88
light,brown,brown,Summer,"['grey', 'soft green', 'peach', 'deep red', 'navy']",Palette_162a29c0,"['grey', 'muted soft green', 'peach', 'dark deep red', 'muted navy']",Palette_df87b796
lightMedium,brown,blonde,Spring,"['peach', 'coral', 'soft green', 'olive green', 'jewel blue']",Palette_905a4c84,"['muted peach', 'muted coral', 'bright soft green', 'bright olive green', 'dark jewel blue']",Palette_64ed5096
medium,brown,black,Spring,"['coral', 'peach', 'grey', 'orange', 'white']",Palette_8b1cdb06,"['light coral', 'light peach', 'dark grey', 'bright orange', 'dark white']",Palette_e664d210
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'olive green', 'navy']",Palette_0e07ceeb,"['pastel blue', 'soft pink', 'clear turquoise', 'olive green', 'navy']",Palette_0e07ceeb
light,brown,brown,Summer,"['grey', 'soft green', 'warm green', 'deep red', 'jewel blue']",Palette_7700f129,"['light grey', 'muted soft green', 'muted warm green', 'bright deep red', 'dark jewel blue']",Palette_3c5c52f3
fair,brown,brown,Summer,"['pastel blue', 'grey', 'peach', 'mustard', 'jewel blue']",Palette_f3db29bb,"['dark pastel blue', 'light grey', 'muted peach', 'dark mustard', 'bright jewel blue']",Palette_4d357ce1
fairLight,hazel,black,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'orange', 'bright red']",Palette_0e68fd07,"['dark lavender', 'muted pastel blue', 'bright clear turquoise', 'bright orange', 'light bright red']",Palette_c0d43a4a
lightMedium,brown,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'olive green', 'bright red']",Palette_df499ec7,"['bright golden yellow', 'coral', 'soft green', 'dark olive green', 'bright bright red']",Palette_c28b745f
light,blue,blonde,Spring,"['warm green', 'peach', 'soft green', 'olive green', 'white']",Palette_493d3b32,"['dark warm green', 'dark peach', 'muted soft green', 'dark olive green', 'muted white']",Palette_ebf00e51
fairLight,blue,red,Spring,"['peach', 'clear turquoise', 'soft pink', 'orange', 'jewel blue']",Palette_8232caa1,"['muted peach', 'clear turquoise', 'dark soft pink', 'muted orange', 'light jewel blue']",Palette_137de6a4
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'lavender', 'white']",Palette_51b07992,"['mustard', 'muted deep red', 'light golden yellow', 'dark lavender', 'white']",Palette_d810e602
