skin_tone,eye_color,hair_color,primary_season,color_palette
medium,brown,brown,Autumn,"['warm brown', 'olive green', 'peach', 'soft pink', 'black']"
light,green,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'deep red', 'navy']"
light,brown,brown,Summer,"['grey', 'soft pink', 'peach', 'olive green', 'bright red']"
fair,brown,brown,Summer,"['pastel blue', 'grey', 'peach', 'warm brown', 'black']"
mediumTan,hazel,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'soft green', 'white']"
fair,brown,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'warm brown', 'jewel blue']"
fair,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'orange', 'jewel blue']"
light,brown,brown,Summer,"['lavender', 'soft green', 'coral', 'orange', 'navy']"
lightMedium,blue,blonde,Spring,"['warm green', 'golden yellow', 'lavender', 'deep red', 'white']"
fair,hazel,brown,Summer,"['lavender', 'soft pink', 'warm green', 'deep red', 'white']"
fairLight,blue,brown,Summer,"['grey', 'lavender', 'coral', 'deep red', 'jewel blue']"
fair,brown,brown,Summer,"['grey', 'lavender', 'golden yellow', 'warm brown', 'navy']"
light,green,red,Spring,"['clear turquoise', 'peach', 'lavender', 'warm brown', 'black']"
light,green,red,Spring,"['peach', 'warm green', 'pastel blue', 'deep red', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'clear turquoise', 'lavender', 'black']"
fair,blue,blonde,Spring,"['coral', 'peach', 'soft pink', 'mustard', 'white']"
light,hazel,brown,Summer,"['grey', 'soft green', 'warm green', 'orange', 'bright red']"
fair,hazel,brown,Summer,"['lavender', 'grey', 'warm green', 'deep red', 'white']"
medium,brown,black,Spring,"['peach', 'golden yellow', 'pastel blue', 'orange', 'white']"
light,brown,auburn,Summer,"['pastel blue', 'lavender', 'clear turquoise', 'warm brown', 'navy']"
fair,brown,brown,Summer,"['pastel blue', 'soft green', 'coral', 'mustard', 'black']"
light,green,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'deep red', 'navy']"
tan,brown,black,Spring,"['golden yellow', 'warm green', 'grey', 'deep red', 'navy']"
light,brown,brown,Summer,"['grey', 'lavender', 'warm green', 'orange', 'navy']"
light,green,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'orange', 'jewel blue']"
fair,brown,black,Summer,"['lavender', 'pastel blue', 'coral', 'olive green', 'black']"
mediumTan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'grey', 'orange', 'white']"
lightMedium,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'soft green', 'jewel blue']"
mediumTan,hazel,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'grey', 'black']"
fairLight,blue,brown,Summer,"['soft pink', 'soft green', 'warm green', 'warm brown', 'black']"
light,hazel,brown,Summer,"['grey', 'soft pink', 'warm green', 'warm brown', 'black']"
lightMedium,hazel,brown,Autumn,"['olive green', 'orange', 'golden yellow', 'grey', 'black']"
fair,hazel,brown,Summer,"['lavender', 'soft pink', 'warm green', 'orange', 'black']"
fair,blue,brown,Summer,"['soft pink', 'soft green', 'peach', 'warm brown', 'navy']"
fair,blue,brown,Summer,"['lavender', 'soft pink', 'peach', 'warm brown', 'black']"
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'peach', 'pastel blue', 'navy']"
deep,brown,black,Winter,"['white', 'jewel blue', 'clear turquoise', 'soft pink', 'deep red']"
fair,blue,brown,Summer,"['soft pink', 'grey', 'peach', 'warm brown', 'black']"
fair,blue,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'mustard', 'white']"
lightMedium,green,brown,Autumn,"['mustard', 'olive green', 'peach', 'grey', 'black']"
tan,brown,black,Spring,"['coral', 'golden yellow', 'soft green', 'mustard', 'black']"
medium,brown,brunette,Autumn,"['warm brown', 'orange', 'warm green', 'soft pink', 'black']"
light,green,blonde,Spring,"['golden yellow', 'warm green', 'pastel blue', 'warm brown', 'navy']"
fairLight,hazel,red,Spring,"['golden yellow', 'coral', 'grey', 'deep red', 'navy']"
light,brown,blonde,Summer,"['grey', 'pastel blue', 'clear turquoise', 'orange', 'navy']"
fair,brown,black,Summer,"['grey', 'soft pink', 'clear turquoise', 'mustard', 'jewel blue']"
lightMedium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'mustard', 'black']"
light,green,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'deep red', 'jewel blue']"
fair,green,black,Summer,"['soft green', 'pastel blue', 'warm green', 'orange', 'bright red']"
light,brown,brown,Summer,"['soft green', 'lavender', 'warm green', 'warm brown', 'navy']"
fair,blue,blonde,Spring,"['warm green', 'golden yellow', 'grey', 'orange', 'bright red']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'peach', 'soft pink', 'black']"
fairLight,brown,brown,Summer,"['lavender', 'soft green', 'coral', 'warm brown', 'navy']"
lightMedium,blue,brown,Spring,"['peach', 'clear turquoise', 'grey', 'orange', 'black']"
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'grey', 'deep red', 'jewel blue']"
light,brown,blonde,Summer,"['pastel blue', 'lavender', 'coral', 'olive green', 'jewel blue']"
fair,blue,brunette,Summer,"['soft green', 'soft pink', 'peach', 'olive green', 'black']"
mediumTan,brown,blonde,Spring,"['coral', 'golden yellow', 'grey', 'deep red', 'bright red']"
light,brown,brown,Summer,"['soft pink', 'lavender', 'peach', 'deep red', 'navy']"
medium,brown,brown,Autumn,"['orange', 'deep red', 'peach', 'lavender', 'bright red']"
mediumTan,brown,brown,Autumn,"['warm brown', 'deep red', 'warm green', 'pastel blue', 'black']"
light,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'olive green', 'navy']"
medium,hazel,brunette,Autumn,"['deep red', 'orange', 'warm green', 'soft green', 'bright red']"
fair,blue,blonde,Spring,"['coral', 'clear turquoise', 'pastel blue', 'olive green', 'white']"
light,green,brown,Summer,"['grey', 'lavender', 'warm green', 'olive green', 'white']"
fairLight,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'olive green', 'navy']"
lightMedium,brown,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'soft green', 'black']"
light,brown,blonde,Summer,"['lavender', 'pastel blue', 'peach', 'warm brown', 'black']"
light,blue,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'olive green', 'white']"
light,blue,blonde,Spring,"['golden yellow', 'peach', 'soft pink', 'mustard', 'bright red']"
lightMedium,hazel,brown,Autumn,"['deep red', 'olive green', 'golden yellow', 'soft green', 'white']"
light,brown,brown,Summer,"['soft green', 'pastel blue', 'coral', 'mustard', 'bright red']"
light,hazel,brown,Summer,"['grey', 'lavender', 'peach', 'warm brown', 'navy']"
light,blue,blonde,Spring,"['clear turquoise', 'warm green', 'soft pink', 'warm brown', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'peach', 'pastel blue', 'white']"
lightMedium,green,blonde,Spring,"['coral', 'golden yellow', 'soft green', 'orange', 'jewel blue']"
light,blue,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'olive green', 'bright red']"
mediumTan,brown,brown,Autumn,"['olive green', 'orange', 'clear turquoise', 'lavender', 'navy']"
lightMedium,green,blonde,Spring,"['warm green', 'peach', 'lavender', 'deep red', 'jewel blue']"
medium,brown,brown,Autumn,"['olive green', 'mustard', 'warm green', 'pastel blue', 'white']"
fair,brown,blonde,Summer,"['grey', 'soft pink', 'peach', 'deep red', 'white']"
fairLight,brown,red,Summer,"['soft green', 'lavender', 'coral', 'orange', 'bright red']"
Other,green,brunette,Spring,"['clear turquoise', 'peach', 'lavender', 'olive green', 'black']"
medium,green,brown,Autumn,"['mustard', 'olive green', 'warm green', 'soft pink', 'white']"
light,blue,brown,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'navy']"
fairLight,blue,red,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'olive green', 'black']"
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'pastel blue', 'bright red']"
lightMedium,green,blonde,Spring,"['clear turquoise', 'warm green', 'soft green', 'deep red', 'black']"
tan,hazel,red,Autumn,"['deep red', 'mustard', 'peach', 'soft green', 'white']"
light,green,blonde,Spring,"['golden yellow', 'peach', 'soft pink', 'warm brown', 'navy']"
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'olive green', 'jewel blue']"
tan,brown,black,Spring,"['coral', 'peach', 'grey', 'orange', 'navy']"
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'soft green', 'bright red']"
light,brown,brown,Summer,"['soft pink', 'grey', 'coral', 'deep red', 'white']"
light,blue,brown,Summer,"['lavender', 'soft green', 'warm green', 'olive green', 'bright red']"
fair,green,blonde,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'olive green', 'bright red']"
fairLight,Other,blonde,Summer,"['grey', 'pastel blue', 'coral', 'warm brown', 'white']"
light,brown,blonde,Summer,"['grey', 'pastel blue', 'warm green', 'warm brown', 'jewel blue']"
light,blue,blonde,Spring,"['warm green', 'peach', 'soft pink', 'olive green', 'white']"
light,blue,blonde,Spring,"['golden yellow', 'peach', 'pastel blue', 'deep red', 'white']"
medium,brown,blonde,Spring,"['warm green', 'clear turquoise', 'soft pink', 'deep red', 'navy']"
fair,blue,blonde,Spring,"['coral', 'peach', 'soft pink', 'olive green', 'bright red']"
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'peach', 'grey', 'black']"
fair,brown,brown,Summer,"['grey', 'soft green', 'warm green', 'olive green', 'white']"
lightMedium,hazel,brown,Autumn,"['warm brown', 'mustard', 'clear turquoise', 'grey', 'navy']"
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'grey', 'bright red']"
fair,Other,blonde,Summer,"['soft green', 'grey', 'peach', 'deep red', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'warm green', 'soft green', 'navy']"
light,hazel,brown,Summer,"['grey', 'soft green', 'golden yellow', 'orange', 'jewel blue']"
mediumTan,brown,brown,Autumn,"['olive green', 'orange', 'clear turquoise', 'pastel blue', 'white']"
fairLight,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'olive green', 'jewel blue']"
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'warm brown', 'white']"
medium,brown,brown,Autumn,"['deep red', 'olive green', 'peach', 'pastel blue', 'white']"
tan,brown,black,Spring,"['peach', 'clear turquoise', 'soft pink', 'orange', 'black']"
fair,brown,brunette,Summer,"['soft pink', 'soft green', 'golden yellow', 'mustard', 'bright red']"
fair,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'deep red', 'jewel blue']"
tan,brown,black,Spring,"['peach', 'coral', 'soft pink', 'warm brown', 'black']"
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'coral', 'pastel blue', 'bright red']"
light,hazel,blonde,Spring,"['peach', 'clear turquoise', 'grey', 'mustard', 'navy']"
light,green,blonde,Spring,"['warm green', 'peach', 'grey', 'mustard', 'white']"
fair,blue,red,Spring,"['coral', 'peach', 'soft pink', 'warm brown', 'bright red']"
light,blue,brown,Summer,"['pastel blue', 'soft pink', 'warm green', 'deep red', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'peach', 'pastel blue', 'navy']"
light,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'bright red']"
fair,brown,black,Summer,"['pastel blue', 'soft green', 'peach', 'deep red', 'black']"
tan,brown,black,Spring,"['peach', 'warm green', 'lavender', 'deep red', 'black']"
fair,hazel,brown,Summer,"['lavender', 'soft green', 'peach', 'olive green', 'black']"
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'soft pink', 'navy']"
mediumTan,brown,brown,Autumn,"['olive green', 'warm brown', 'coral', 'soft green', 'white']"
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'soft pink', 'deep red', 'white']"
tan,brown,black,Spring,"['golden yellow', 'warm green', 'soft pink', 'deep red', 'white']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft pink', 'olive green', 'white']"
medium,brown,black,Spring,"['warm green', 'coral', 'pastel blue', 'olive green', 'white']"
fair,blue,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'mustard', 'navy']"
fair,blue,brown,Summer,"['lavender', 'soft green', 'warm green', 'warm brown', 'navy']"
light,green,auburn,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'navy']"
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'pastel blue', 'white']"
Other,brown,brown,Winter,"['white', 'jewel blue', 'clear turquoise', 'lavender', 'mustard']"
lightMedium,hazel,black,Spring,"['coral', 'clear turquoise', 'soft pink', 'mustard', 'white']"
fair,brown,brown,Summer,"['pastel blue', 'soft green', 'golden yellow', 'olive green', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['olive green', 'orange', 'coral', 'grey', 'white']"
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'peach', 'soft pink', 'bright red']"
mediumTan,brown,black,Spring,"['golden yellow', 'warm green', 'grey', 'warm brown', 'navy']"
lightMedium,brown,blonde,Spring,"['peach', 'clear turquoise', 'soft pink', 'mustard', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'peach', 'grey', 'white']"
lightMedium,hazel,blonde,Spring,"['warm green', 'clear turquoise', 'lavender', 'mustard', 'jewel blue']"
light,hazel,brown,Summer,"['soft green', 'lavender', 'coral', 'mustard', 'white']"
lightMedium,blue,brown,Spring,"['coral', 'peach', 'pastel blue', 'warm brown', 'black']"
fair,green,brown,Summer,"['grey', 'soft green', 'golden yellow', 'olive green', 'bright red']"
light,hazel,auburn,Spring,"['warm green', 'golden yellow', 'lavender', 'warm brown', 'black']"
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'golden yellow', 'lavender', 'navy']"
fair,hazel,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'mustard', 'navy']"
deep,brown,black,Winter,"['navy', 'black', 'golden yellow', 'soft pink', 'olive green']"
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'warm green', 'soft pink', 'black']"
deep,brown,black,Winter,"['navy', 'white', 'coral', 'grey', 'olive green']"
fair,hazel,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'orange', 'white']"
mediumTan,brown,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'grey', 'navy']"
tan,brown,brown,Autumn,"['warm brown', 'olive green', 'peach', 'soft pink', 'navy']"
medium,brown,brown,Autumn,"['mustard', 'olive green', 'golden yellow', 'grey', 'white']"
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'navy']"
tan,brown,brown,Autumn,"['olive green', 'deep red', 'clear turquoise', 'soft green', 'black']"
fairLight,green,auburn,Spring,"['clear turquoise', 'peach', 'grey', 'mustard', 'jewel blue']"
fair,brown,blonde,Summer,"['soft pink', 'soft green', 'golden yellow', 'olive green', 'bright red']"
light,blue,brown,Summer,"['soft pink', 'soft green', 'warm green', 'deep red', 'jewel blue']"
light,green,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'orange', 'white']"
light,brown,black,Summer,"['soft green', 'pastel blue', 'golden yellow', 'deep red', 'bright red']"
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'warm green', 'olive green', 'navy']"
fair,hazel,auburn,Spring,"['warm green', 'golden yellow', 'soft green', 'olive green', 'bright red']"
light,brown,black,Summer,"['lavender', 'grey', 'clear turquoise', 'orange', 'jewel blue']"
light,brown,black,Summer,"['lavender', 'soft green', 'clear turquoise', 'mustard', 'black']"
light,brown,black,Summer,"['soft pink', 'grey', 'golden yellow', 'deep red', 'white']"
Other,brown,brunette,Winter,"['black', 'jewel blue', 'peach', 'pastel blue', 'olive green']"
lightMedium,blue,brown,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'deep red', 'navy']"
light,blue,red,Spring,"['coral', 'peach', 'soft pink', 'warm brown', 'white']"
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'soft pink', 'orange', 'bright red']"
fair,hazel,brown,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'deep red', 'bright red']"
fair,blue,brown,Summer,"['grey', 'soft pink', 'peach', 'olive green', 'jewel blue']"
medium,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'pastel blue', 'bright red']"
light,brown,brunette,Summer,"['soft green', 'grey', 'warm green', 'olive green', 'jewel blue']"
light,brown,black,Summer,"['grey', 'soft pink', 'coral', 'deep red', 'bright red']"
light,blue,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'olive green', 'white']"
fair,green,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'jewel blue']"
fair,blue,auburn,Spring,"['peach', 'warm green', 'grey', 'orange', 'jewel blue']"
fair,brown,blonde,Summer,"['soft green', 'lavender', 'clear turquoise', 'orange', 'bright red']"
fair,brown,black,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'orange', 'bright red']"
medium,hazel,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'pastel blue', 'bright red']"
mediumTan,brown,black,Spring,"['golden yellow', 'peach', 'soft green', 'orange', 'bright red']"
