skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name
medium,green,blonde,Spring,"['clear turquoise', 'coral', 'lavender', 'mustard', 'bright red']",Palette_ffeeca6a
fair,blue,brown,Summer,"['soft green', 'pastel blue', 'coral', 'mustard', 'jewel blue']",Palette_43ad47ff
mediumTan,brown,black,Spring,"['peach', 'coral', 'lavender', 'deep red', 'black']",Palette_a4f1879e
mediumTan,brown,black,Spring,"['golden yellow', 'peach', 'grey', 'mustard', 'white']",Palette_938370c1
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'warm brown', 'jewel blue']",Palette_e09ead47
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'orange', 'white']",Palette_901e77d3
light,green,blonde,Spring,"['warm green', 'peach', 'soft green', 'olive green', 'jewel blue']",Palette_018d94a1
lightMedium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'grey', 'deep red', 'white']",Palette_70ea3b0d
tan,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'olive green', 'black']",Palette_65dcac10
lightMedium,brown,black,Spring,"['peach', 'coral', 'soft pink', 'orange', 'navy']",Palette_c1362502
light,brown,brown,Summer,"['soft green', 'soft pink', 'peach', 'warm brown', 'black']",Palette_9c5e6a29
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'lavender', 'orange', 'bright red']",Palette_627c8e08
fair,brown,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'olive green', 'black']",Palette_a0e46578
fair,brown,brown,Summer,"['grey', 'soft pink', 'coral', 'warm brown', 'white']",Palette_d8a40b79
lightMedium,blue,auburn,Spring,"['clear turquoise', 'peach', 'lavender', 'deep red', 'white']",Palette_c03b0fdb
light,blue,blonde,Spring,"['peach', 'coral', 'lavender', 'warm brown', 'black']",Palette_5bfc2335
fair,brown,brown,Summer,"['soft pink', 'lavender', 'clear turquoise', 'mustard', 'navy']",Palette_22aad564
fair,hazel,brown,Summer,"['grey', 'soft pink', 'golden yellow', 'warm brown', 'navy']",Palette_c3b7f318
mediumTan,hazel,blonde,Spring,"['clear turquoise', 'warm green', 'soft green', 'olive green', 'black']",Palette_12eba931
light,brown,Other,Summer,"['pastel blue', 'grey', 'clear turquoise', 'warm brown', 'navy']",Palette_d1995b60
Other,green,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'orange', 'navy']",Palette_a7532b4e
light,hazel,brown,Summer,"['grey', 'soft green', 'coral', 'deep red', 'black']",Palette_bc798723
fair,green,blonde,Spring,"['clear turquoise', 'peach', 'soft green', 'orange', 'jewel blue']",Palette_9bb46cbb
mediumTan,brown,black,Spring,"['peach', 'warm green', 'pastel blue', 'olive green', 'jewel blue']",Palette_5e703166
fair,brown,brown,Summer,"['lavender', 'soft pink', 'coral', 'orange', 'jewel blue']",Palette_b3ca4278
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'mustard', 'white']",Palette_bb4ee3f4
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'warm brown', 'jewel blue']",Palette_f075380e
fair,brown,auburn,Summer,"['grey', 'lavender', 'warm green', 'deep red', 'navy']",Palette_3fbf62cd
light,green,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'orange', 'white']",Palette_be41c22b
tan,hazel,blonde,Spring,"['coral', 'golden yellow', 'pastel blue', 'olive green', 'white']",Palette_54651182
light,brown,brunette,Summer,"['soft pink', 'pastel blue', 'golden yellow', 'olive green', 'navy']",Palette_1d61906d
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'mustard', 'black']",Palette_de00c206
medium,hazel,blonde,Spring,"['coral', 'peach', 'pastel blue', 'mustard', 'black']",Palette_ec98b9c5
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'warm green', 'soft pink', 'black']",Palette_ef02a126
mediumTan,brown,brown,Autumn,"['orange', 'mustard', 'clear turquoise', 'soft green', 'black']",Palette_410f2e20
fair,brown,brown,Summer,"['soft green', 'grey', 'warm green', 'deep red', 'bright red']",Palette_dfb33315
fair,brown,brown,Summer,"['lavender', 'grey', 'coral', 'warm brown', 'black']",Palette_7d965c9b
fair,hazel,brown,Summer,"['soft green', 'pastel blue', 'coral', 'warm brown', 'jewel blue']",Palette_49cd5b23
light,green,blonde,Spring,"['coral', 'golden yellow', 'grey', 'deep red', 'black']",Palette_c5886ffe
fair,green,blonde,Spring,"['peach', 'golden yellow', 'grey', 'deep red', 'jewel blue']",Palette_518bab23
medium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'grey', 'black']",Palette_a3fe2619
light,brown,brown,Summer,"['grey', 'pastel blue', 'clear turquoise', 'mustard', 'navy']",Palette_a405f746
lightMedium,blue,brown,Spring,"['warm green', 'peach', 'lavender', 'warm brown', 'black']",Palette_8ca8f336
medium,brown,blonde,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'jewel blue']",Palette_3f68bed6
light,blue,brown,Summer,"['lavender', 'soft green', 'warm green', 'mustard', 'white']",Palette_c5170236
Other,brown,black,Winter,"['navy', 'white', 'warm green', 'soft green', 'orange']",Palette_733bb497
fair,green,brown,Summer,"['lavender', 'soft pink', 'clear turquoise', 'olive green', 'jewel blue']",Palette_3b54dbef
fair,green,blonde,Spring,"['peach', 'warm green', 'soft green', 'warm brown', 'navy']",Palette_053a623a
light,brown,brown,Summer,"['grey', 'soft pink', 'coral', 'mustard', 'black']",Palette_3814e40f
fairLight,green,brown,Summer,"['soft green', 'soft pink', 'coral', 'orange', 'bright red']",Palette_095f3388
Other,brown,black,Winter,"['black', 'navy', 'warm green', 'grey', 'mustard']",Palette_dfd38759
Other,brown,brown,Winter,"['jewel blue', 'navy', 'coral', 'lavender', 'mustard']",Palette_5a632ec4
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'olive green', 'jewel blue']",Palette_7ebb8917
light,brown,black,Summer,"['lavender', 'soft green', 'warm green', 'olive green', 'bright red']",Palette_39480e7a
tan,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'mustard', 'jewel blue']",Palette_9c9f0a6a
deep,brown,black,Winter,"['jewel blue', 'black', 'peach', 'pastel blue', 'orange']",Palette_1173f8de
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'peach', 'soft pink', 'navy']",Palette_399f6f60
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'soft green', 'navy']",Palette_0d383100
medium,hazel,brunette,Autumn,"['deep red', 'orange', 'golden yellow', 'grey', 'white']",Palette_412ef37c
lightMedium,brown,auburn,Autumn,"['deep red', 'warm brown', 'golden yellow', 'grey', 'black']",Palette_02803f56
light,brown,brown,Summer,"['grey', 'soft green', 'clear turquoise', 'olive green', 'bright red']",Palette_5a51f383
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'deep red', 'white']",Palette_416313e5
light,brown,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'mustard', 'black']",Palette_096888ac
light,brown,brown,Summer,"['grey', 'soft green', 'clear turquoise', 'olive green', 'bright red']",Palette_5a51f383
Other,blue,blonde,Spring,"['golden yellow', 'coral', 'lavender', 'olive green', 'black']",Palette_b5953553
deep,brown,blonde,Winter,"['bright red', 'navy', 'golden yellow', 'pastel blue', 'olive green']",Palette_0780950e
lightMedium,blue,blonde,Spring,"['coral', 'warm green', 'pastel blue', 'orange', 'navy']",Palette_35d17cf3
Other,brown,brunette,Winter,"['jewel blue', 'white', 'coral', 'lavender', 'mustard']",Palette_8280c7d8
fairLight,Other,Other,Summer,"['grey', 'lavender', 'warm green', 'mustard', 'navy']",Palette_a9cc9325
light,hazel,Other,Summer,"['lavender', 'pastel blue', 'warm green', 'mustard', 'white']",Palette_4216c39b
fair,green,blonde,Spring,"['coral', 'warm green', 'soft green', 'mustard', 'white']",Palette_1772f790
light,green,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'deep red', 'jewel blue']",Palette_e7dc7dba
fairLight,green,brown,Summer,"['soft pink', 'grey', 'warm green', 'orange', 'jewel blue']",Palette_69580795
light,brown,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'warm brown', 'bright red']",Palette_b16f1106
fair,blue,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'deep red', 'navy']",Palette_3c0ef539
fair,blue,brunette,Summer,"['grey', 'soft pink', 'peach', 'mustard', 'jewel blue']",Palette_acebe88e
fairLight,green,auburn,Spring,"['clear turquoise', 'peach', 'soft pink', 'orange', 'navy']",Palette_ab3fc2cd
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'clear turquoise', 'soft green', 'navy']",Palette_07bf44b0
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'coral', 'pastel blue', 'navy']",Palette_a261fe23
light,hazel,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'deep red', 'navy']",Palette_60f42916
light,brown,brown,Summer,"['grey', 'soft pink', 'coral', 'deep red', 'bright red']",Palette_ebd7e39d
fair,green,brown,Summer,"['lavender', 'pastel blue', 'coral', 'mustard', 'bright red']",Palette_c8516a82
light,blue,brown,Summer,"['lavender', 'soft pink', 'warm green', 'olive green', 'jewel blue']",Palette_14581f1b
medium,brown,black,Spring,"['coral', 'golden yellow', 'soft green', 'olive green', 'navy']",Palette_3dd302d4
light,brown,brunette,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'olive green', 'jewel blue']",Palette_c7e004e9
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'clear turquoise', 'lavender', 'jewel blue']",Palette_196df87e
fair,blue,brown,Summer,"['soft green', 'lavender', 'peach', 'orange', 'navy']",Palette_44dfe7e5
light,brown,blonde,Summer,"['soft green', 'soft pink', 'clear turquoise', 'warm brown', 'black']",Palette_039bdd8c
light,brown,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'orange', 'navy']",Palette_13b712e8
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'golden yellow', 'grey', 'white']",Palette_f6e59f8c
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'pastel blue', 'white']",Palette_cd29ec5d
medium,green,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'warm brown', 'black']",Palette_ac5e7677
Other,hazel,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'deep red', 'navy']",Palette_16a81b61
light,brown,brown,Summer,"['soft green', 'soft pink', 'peach', 'olive green', 'navy']",Palette_0f5739c6
light,green,brown,Summer,"['soft pink', 'soft green', 'warm green', 'deep red', 'jewel blue']",Palette_9f928784
light,blue,blonde,Spring,"['warm green', 'peach', 'soft pink', 'mustard', 'jewel blue']",Palette_a66d59d4
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'soft pink', 'olive green', 'jewel blue']",Palette_0915f09e
medium,brown,black,Spring,"['clear turquoise', 'peach', 'grey', 'olive green', 'navy']",Palette_7889fd13
deep,brown,black,Winter,"['black', 'white', 'clear turquoise', 'lavender', 'warm brown']",Palette_c29ab2b5
fair,brown,brown,Summer,"['grey', 'soft pink', 'golden yellow', 'olive green', 'bright red']",Palette_8972cd92
lightMedium,brown,blonde,Spring,"['clear turquoise', 'peach', 'soft green', 'mustard', 'jewel blue']",Palette_3e2cf4d6
lightMedium,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'soft green', 'navy']",Palette_f1585597
light,brown,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'olive green', 'white']",Palette_5b3a1dd5
medium,brown,brunette,Autumn,"['orange', 'deep red', 'golden yellow', 'pastel blue', 'bright red']",Palette_1b591981
medium,hazel,blonde,Spring,"['coral', 'clear turquoise', 'pastel blue', 'mustard', 'bright red']",Palette_4b1fac9a
medium,brown,black,Spring,"['coral', 'clear turquoise', 'pastel blue', 'warm brown', 'jewel blue']",Palette_5ef49a16
fairLight,hazel,auburn,Spring,"['coral', 'clear turquoise', 'soft green', 'olive green', 'white']",Palette_044a56eb
fair,blue,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'jewel blue']",Palette_5cf7e189
light,brown,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'deep red', 'white']",Palette_311d4b5d
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'peach', 'grey', 'white']",Palette_172510b9
light,green,brown,Summer,"['soft pink', 'grey', 'peach', 'olive green', 'jewel blue']",Palette_f8341a23
mediumTan,brown,black,Spring,"['coral', 'clear turquoise', 'pastel blue', 'olive green', 'bright red']",Palette_88846061
light,green,blonde,Spring,"['coral', 'warm green', 'lavender', 'warm brown', 'jewel blue']",Palette_711e592c
light,hazel,brown,Summer,"['soft green', 'soft pink', 'peach', 'warm brown', 'black']",Palette_9c5e6a29
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'warm green', 'deep red', 'jewel blue']",Palette_2781c53e
mediumTan,hazel,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'deep red', 'bright red']",Palette_57f9e1cc
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'clear turquoise', 'soft pink', 'black']",Palette_60eb21cd
fair,hazel,brown,Summer,"['grey', 'soft pink', 'peach', 'olive green', 'navy']",Palette_793b2d62
light,brown,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'orange', 'jewel blue']",Palette_b3395881
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'mustard', 'jewel blue']",Palette_90c1c4b9
fair,brown,brown,Summer,"['pastel blue', 'lavender', 'peach', 'deep red', 'white']",Palette_382f76d5
light,green,blonde,Spring,"['peach', 'clear turquoise', 'pastel blue', 'deep red', 'black']",Palette_396fa72f
light,blue,blonde,Spring,"['golden yellow', 'coral', 'grey', 'orange', 'bright red']",Palette_61b38140
tan,brown,black,Spring,"['warm green', 'clear turquoise', 'grey', 'warm brown', 'white']",Palette_c25a69af
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'soft green', 'black']",Palette_477a674d
light,green,blonde,Spring,"['clear turquoise', 'coral', 'lavender', 'olive green', 'jewel blue']",Palette_76d8f307
Other,blue,brunette,Spring,"['coral', 'peach', 'lavender', 'olive green', 'navy']",Palette_c7fc3dd3
light,brown,brown,Summer,"['lavender', 'soft pink', 'warm green', 'deep red', 'bright red']",Palette_b186b115
fair,brown,brown,Summer,"['grey', 'pastel blue', 'peach', 'olive green', 'navy']",Palette_fd0997f6
light,blue,brunette,Summer,"['grey', 'soft pink', 'clear turquoise', 'olive green', 'jewel blue']",Palette_5266d7b8
light,brown,brown,Summer,"['soft green', 'pastel blue', 'coral', 'olive green', 'bright red']",Palette_fae2c0b4
lightMedium,brown,red,Autumn,"['orange', 'deep red', 'peach', 'grey', 'black']",Palette_fe9960d5
lightMedium,brown,black,Spring,"['golden yellow', 'warm green', 'grey', 'warm brown', 'black']",Palette_2efac9a6
light,blue,blonde,Spring,"['coral', 'peach', 'grey', 'olive green', 'jewel blue']",Palette_cd4cd354
light,brown,auburn,Summer,"['grey', 'soft green', 'clear turquoise', 'deep red', 'black']",Palette_b4425b09
light,hazel,red,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'olive green', 'navy']",Palette_e1a8ea16
deep,brown,black,Winter,"['bright red', 'white', 'warm green', 'soft green', 'warm brown']",Palette_1ec66030
medium,brown,brunette,Autumn,"['warm brown', 'mustard', 'coral', 'grey', 'white']",Palette_24e966b4
fair,hazel,blonde,Spring,"['clear turquoise', 'peach', 'lavender', 'mustard', 'white']",Palette_6a58c2eb
mediumTan,brown,brown,Autumn,"['warm brown', 'deep red', 'peach', 'grey', 'black']",Palette_fd7605d4
light,hazel,red,Spring,"['warm green', 'peach', 'soft pink', 'orange', 'jewel blue']",Palette_f26058ec
fairLight,brown,black,Summer,"['grey', 'soft green', 'golden yellow', 'deep red', 'white']",Palette_432be291
Other,Other,black,Winter,"['jewel blue', 'white', 'peach', 'grey', 'olive green']",Palette_47d0ae8b
Other,blue,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'orange', 'bright red']",Palette_31a68207
light,green,brown,Summer,"['pastel blue', 'soft green', 'peach', 'olive green', 'jewel blue']",Palette_43c7b107
medium,brown,black,Spring,"['golden yellow', 'coral', 'grey', 'orange', 'white']",Palette_311a1d87
lightMedium,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'olive green', 'navy']",Palette_1d819ede
light,green,blonde,Spring,"['golden yellow', 'coral', 'soft pink', 'mustard', 'jewel blue']",Palette_c3ef0718
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'warm green', 'lavender', 'black']",Palette_dd3851e6
fairLight,green,blonde,Spring,"['coral', 'clear turquoise', 'grey', 'mustard', 'bright red']",Palette_f2205a4f
lightMedium,green,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'pastel blue', 'white']",Palette_7c84f623
fair,blue,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'deep red', 'bright red']",Palette_4cb9ca6a
tan,brown,black,Spring,"['warm green', 'golden yellow', 'soft green', 'orange', 'black']",Palette_54a2bfb7
light,green,blonde,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'orange', 'white']",Palette_9b281b1f
light,brown,brown,Summer,"['soft green', 'lavender', 'peach', 'warm brown', 'navy']",Palette_c7b4ed7f
light,hazel,auburn,Spring,"['coral', 'golden yellow', 'soft green', 'orange', 'bright red']",Palette_c8f976f0
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'peach', 'soft green', 'bright red']",Palette_ddbbc72e
Other,green,brunette,Spring,"['coral', 'golden yellow', 'lavender', 'orange', 'bright red']",Palette_627c8e08
mediumTan,hazel,black,Spring,"['clear turquoise', 'peach', 'pastel blue', 'mustard', 'bright red']",Palette_ddf782a4
fair,blue,red,Spring,"['peach', 'clear turquoise', 'lavender', 'warm brown', 'white']",Palette_0e49232d
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'peach', 'lavender', 'black']",Palette_9cb9a1e1
deep,brown,black,Winter,"['navy', 'bright red', 'coral', 'pastel blue', 'mustard']",Palette_5db5e49f
light,green,blonde,Spring,"['golden yellow', 'warm green', 'soft pink', 'mustard', 'bright red']",Palette_324854fb
